Category,Hour,Count
Food,10,3
Food,11,22
Food,12,7
Food,13,13
Food,14,7
Food,15,8
Food,16,12
Food,17,19
Food,18,14
Food,19,13
Food,20,10
Food,21,6
Food,22,9
Food,23,4
Bus Station,0,145
Bus Station,1,90
Bus Station,2,38
Bus Station,3,29
Bus Station,4,56
Bus Station,5,125
Bus Station,6,243
Bus Station,7,432
Bus Station,8,362
Bus Station,9,213
Bus Station,10,131
Bus Station,11,148
Bus Station,12,139
Bus Station,13,144
Bus Station,14,189
Bus Station,15,191
Bus Station,16,207
Bus Station,17,283
Bus Station,18,310
Bus Station,19,242
Bus Station,20,300
Bus Station,21,142
Bus Station,22,153
Bus Station,23,162
Fast Food Restaurant,0,34
Fast Food Restaurant,1,45
Fast Food Restaurant,2,54
Fast Food Restaurant,3,38
Fast Food Restaurant,4,28
Fast Food Restaurant,5,12
Fast Food Restaurant,6,23
Fast Food Restaurant,7,33
Fast Food Restaurant,8,92
Fast Food Restaurant,9,62
Fast Food Restaurant,10,55
Fast Food Restaurant,11,57
Fast Food Restaurant,12,98
Fast Food Restaurant,13,121
Fast Food Restaurant,14,131
Fast Food Restaurant,15,101
Fast Food Restaurant,16,80
Fast Food Restaurant,17,80
Fast Food Restaurant,18,95
Fast Food Restaurant,19,114
Fast Food Restaurant,20,74
Fast Food Restaurant,21,62
Fast Food Restaurant,22,63
Fast Food Restaurant,23,48
Design Studio,0,1
Design Studio,1,0
Design Studio,2,1
Design Studio,3,2
Design Studio,4,0
Design Studio,5,2
Design Studio,6,2
Design Studio,7,0
Design Studio,8,5
Design Studio,9,16
Design Studio,10,10
Design Studio,11,10
Design Studio,12,6
Design Studio,13,11
Design Studio,14,11
Design Studio,15,8
Design Studio,16,7
Design Studio,17,6
Design Studio,18,13
Design Studio,19,8
Design Studio,20,3
Design Studio,21,2
Design Studio,22,4
Design Studio,23,3
Paper / Office Supplies Store,0,1
Paper / Office Supplies Store,1,0
Paper / Office Supplies Store,2,0
Paper / Office Supplies Store,3,1
Paper / Office Supplies Store,4,0
Paper / Office Supplies Store,5,0
Paper / Office Supplies Store,6,0
Paper / Office Supplies Store,7,0
Paper / Office Supplies Store,8,4
Paper / Office Supplies Store,9,8
Paper / Office Supplies Store,10,12
Paper / Office Supplies Store,11,19
Paper / Office Supplies Store,12,14
Paper / Office Supplies Store,13,58
Paper / Office Supplies Store,14,32
Paper / Office Supplies Store,15,18
Paper / Office Supplies Store,16,19
Paper / Office Supplies Store,17,19
Paper / Office Supplies Store,18,23
Paper / Office Supplies Store,19,15
Paper / Office Supplies Store,20,3
Paper / Office Supplies Store,21,3
Paper / Office Supplies Store,22,5
Paper / Office Supplies Store,23,4
Dumpling Restaurant,0,0
Dumpling Restaurant,1,0
Dumpling Restaurant,2,0
Dumpling Restaurant,3,0
Dumpling Restaurant,4,0
Dumpling Restaurant,5,0
Dumpling Restaurant,6,0
Dumpling Restaurant,7,0
Dumpling Restaurant,8,0
Dumpling Restaurant,9,0
Dumpling Restaurant,10,0
Dumpling Restaurant,11,1
Dumpling Restaurant,12,3
Dumpling Restaurant,13,4
Dumpling Restaurant,14,4
Dumpling Restaurant,15,0
Dumpling Restaurant,16,3
Dumpling Restaurant,17,6
Dumpling Restaurant,18,3
Dumpling Restaurant,19,10
Dumpling Restaurant,20,7
Dumpling Restaurant,21,7
Dumpling Restaurant,22,0
Dumpling Restaurant,23,0
Gluten-free Restaurant,0,0
Gluten-free Restaurant,1,0
Gluten-free Restaurant,2,0
Gluten-free Restaurant,3,0
Gluten-free Restaurant,4,0
Gluten-free Restaurant,5,0
Gluten-free Restaurant,6,0
Gluten-free Restaurant,7,0
Gluten-free Restaurant,8,0
Gluten-free Restaurant,9,0
Gluten-free Restaurant,10,0
Gluten-free Restaurant,11,0
Gluten-free Restaurant,12,0
Gluten-free Restaurant,13,0
Gluten-free Restaurant,14,1
Gluten-free Restaurant,15,1
Gluten-free Restaurant,16,0
Gluten-free Restaurant,17,2
Gluten-free Restaurant,18,0
Gluten-free Restaurant,19,1
Gluten-free Restaurant,20,0
Gluten-free Restaurant,21,0
Gluten-free Restaurant,22,0
Gluten-free Restaurant,23,0
Mobile Phone Shop,0,0
Mobile Phone Shop,1,0
Mobile Phone Shop,2,0
Mobile Phone Shop,3,0
Mobile Phone Shop,4,0
Mobile Phone Shop,5,0
Mobile Phone Shop,6,0
Mobile Phone Shop,7,0
Mobile Phone Shop,8,8
Mobile Phone Shop,9,3
Mobile Phone Shop,10,4
Mobile Phone Shop,11,13
Mobile Phone Shop,12,11
Mobile Phone Shop,13,12
Mobile Phone Shop,14,5
Mobile Phone Shop,15,11
Mobile Phone Shop,16,9
Mobile Phone Shop,17,6
Mobile Phone Shop,18,3
Mobile Phone Shop,19,2
Mobile Phone Shop,20,0
Mobile Phone Shop,21,0
Mobile Phone Shop,22,0
Mobile Phone Shop,23,0
Travel Lounge,0,1
Travel Lounge,1,1
Travel Lounge,2,0
Travel Lounge,3,1
Travel Lounge,4,1
Travel Lounge,5,0
Travel Lounge,6,0
Travel Lounge,7,2
Travel Lounge,8,0
Travel Lounge,9,0
Travel Lounge,10,1
Travel Lounge,11,1
Travel Lounge,12,0
Travel Lounge,13,3
Travel Lounge,14,4
Travel Lounge,15,4
Travel Lounge,16,0
Travel Lounge,17,2
Travel Lounge,18,2
Travel Lounge,19,3
Travel Lounge,20,2
Travel Lounge,21,1
Travel Lounge,22,5
Travel Lounge,23,4
Sculpture Garden,0,4
Sculpture Garden,1,6
Sculpture Garden,2,2
Sculpture Garden,3,1
Sculpture Garden,4,0
Sculpture Garden,5,1
Sculpture Garden,6,1
Sculpture Garden,7,3
Sculpture Garden,8,4
Sculpture Garden,9,6
Sculpture Garden,10,15
Sculpture Garden,11,22
Sculpture Garden,12,7
Sculpture Garden,13,11
Sculpture Garden,14,12
Sculpture Garden,15,7
Sculpture Garden,16,5
Sculpture Garden,17,14
Sculpture Garden,18,17
Sculpture Garden,19,7
Sculpture Garden,20,5
Sculpture Garden,21,4
Sculpture Garden,22,3
Sculpture Garden,23,3
Dim Sum Restaurant,0,0
Dim Sum Restaurant,1,0
Dim Sum Restaurant,2,0
Dim Sum Restaurant,3,0
Dim Sum Restaurant,4,0
Dim Sum Restaurant,5,0
Dim Sum Restaurant,6,0
Dim Sum Restaurant,7,0
Dim Sum Restaurant,8,1
Dim Sum Restaurant,9,0
Dim Sum Restaurant,10,3
Dim Sum Restaurant,11,12
Dim Sum Restaurant,12,8
Dim Sum Restaurant,13,9
Dim Sum Restaurant,14,10
Dim Sum Restaurant,15,0
Dim Sum Restaurant,16,0
Dim Sum Restaurant,17,1
Dim Sum Restaurant,18,2
Dim Sum Restaurant,19,4
Dim Sum Restaurant,20,2
Dim Sum Restaurant,21,1
Dim Sum Restaurant,22,0
Dim Sum Restaurant,23,1
Deli / Bodega,0,120
Deli / Bodega,1,106
Deli / Bodega,2,90
Deli / Bodega,3,73
Deli / Bodega,4,49
Deli / Bodega,5,152
Deli / Bodega,6,158
Deli / Bodega,7,271
Deli / Bodega,8,350
Deli / Bodega,9,348
Deli / Bodega,10,246
Deli / Bodega,11,174
Deli / Bodega,12,312
Deli / Bodega,13,290
Deli / Bodega,14,225
Deli / Bodega,15,173
Deli / Bodega,16,136
Deli / Bodega,17,144
Deli / Bodega,18,157
Deli / Bodega,19,167
Deli / Bodega,20,157
Deli / Bodega,21,122
Deli / Bodega,22,87
Deli / Bodega,23,107
Bank,0,29
Bank,1,14
Bank,2,16
Bank,3,12
Bank,4,10
Bank,5,18
Bank,6,44
Bank,7,70
Bank,8,124
Bank,9,146
Bank,10,134
Bank,11,136
Bank,12,147
Bank,13,324
Bank,14,210
Bank,15,145
Bank,16,165
Bank,17,125
Bank,18,105
Bank,19,96
Bank,20,45
Bank,21,44
Bank,22,40
Bank,23,34
Other Great Outdoors,0,132
Other Great Outdoors,1,100
Other Great Outdoors,2,97
Other Great Outdoors,3,47
Other Great Outdoors,4,23
Other Great Outdoors,5,71
Other Great Outdoors,6,153
Other Great Outdoors,7,265
Other Great Outdoors,8,270
Other Great Outdoors,9,173
Other Great Outdoors,10,182
Other Great Outdoors,11,185
Other Great Outdoors,12,196
Other Great Outdoors,13,220
Other Great Outdoors,14,200
Other Great Outdoors,15,190
Other Great Outdoors,16,193
Other Great Outdoors,17,244
Other Great Outdoors,18,249
Other Great Outdoors,19,259
Other Great Outdoors,20,250
Other Great Outdoors,21,163
Other Great Outdoors,22,116
Other Great Outdoors,23,156
Beer Garden,0,25
Beer Garden,1,9
Beer Garden,2,2
Beer Garden,3,2
Beer Garden,4,1
Beer Garden,5,0
Beer Garden,6,1
Beer Garden,7,0
Beer Garden,8,1
Beer Garden,9,6
Beer Garden,10,4
Beer Garden,11,11
Beer Garden,12,10
Beer Garden,13,20
Beer Garden,14,22
Beer Garden,15,28
Beer Garden,16,43
Beer Garden,17,33
Beer Garden,18,61
Beer Garden,19,59
Beer Garden,20,60
Beer Garden,21,57
Beer Garden,22,51
Beer Garden,23,43
Gas Station / Garage,0,29
Gas Station / Garage,1,18
Gas Station / Garage,2,15
Gas Station / Garage,3,6
Gas Station / Garage,4,12
Gas Station / Garage,5,60
Gas Station / Garage,6,54
Gas Station / Garage,7,69
Gas Station / Garage,8,81
Gas Station / Garage,9,73
Gas Station / Garage,10,67
Gas Station / Garage,11,73
Gas Station / Garage,12,52
Gas Station / Garage,13,82
Gas Station / Garage,14,53
Gas Station / Garage,15,67
Gas Station / Garage,16,60
Gas Station / Garage,17,85
Gas Station / Garage,18,63
Gas Station / Garage,19,87
Gas Station / Garage,20,65
Gas Station / Garage,21,58
Gas Station / Garage,22,49
Gas Station / Garage,23,43
Middle School,0,0
Middle School,1,0
Middle School,2,0
Middle School,3,0
Middle School,4,0
Middle School,5,0
Middle School,6,0
Middle School,7,19
Middle School,8,4
Middle School,9,1
Middle School,10,11
Middle School,11,1
Middle School,12,2
Middle School,13,1
Middle School,14,2
Middle School,15,3
Middle School,16,0
Middle School,17,3
Middle School,18,1
Middle School,19,7
Middle School,20,1
Middle School,21,0
Middle School,22,0
Middle School,23,0
Community College,0,0
Community College,1,0
Community College,2,0
Community College,3,1
Community College,4,0
Community College,5,0
Community College,6,0
Community College,7,17
Community College,8,39
Community College,9,38
Community College,10,16
Community College,11,23
Community College,12,15
Community College,13,18
Community College,14,11
Community College,15,11
Community College,16,14
Community College,17,23
Community College,18,20
Community College,19,9
Community College,20,10
Community College,21,4
Community College,22,2
Community College,23,1
Soup Place,0,0
Soup Place,1,0
Soup Place,2,0
Soup Place,3,0
Soup Place,4,0
Soup Place,5,2
Soup Place,6,0
Soup Place,7,0
Soup Place,8,0
Soup Place,9,0
Soup Place,10,3
Soup Place,11,10
Soup Place,12,51
Soup Place,13,46
Soup Place,14,23
Soup Place,15,7
Soup Place,16,4
Soup Place,17,2
Soup Place,18,12
Soup Place,19,1
Soup Place,20,1
Soup Place,21,0
Soup Place,22,0
Soup Place,23,0
Vietnamese Restaurant,0,2
Vietnamese Restaurant,1,2
Vietnamese Restaurant,2,0
Vietnamese Restaurant,3,0
Vietnamese Restaurant,4,0
Vietnamese Restaurant,5,0
Vietnamese Restaurant,6,0
Vietnamese Restaurant,7,2
Vietnamese Restaurant,8,0
Vietnamese Restaurant,9,0
Vietnamese Restaurant,10,1
Vietnamese Restaurant,11,2
Vietnamese Restaurant,12,26
Vietnamese Restaurant,13,29
Vietnamese Restaurant,14,13
Vietnamese Restaurant,15,8
Vietnamese Restaurant,16,3
Vietnamese Restaurant,17,11
Vietnamese Restaurant,18,11
Vietnamese Restaurant,19,23
Vietnamese Restaurant,20,26
Vietnamese Restaurant,21,13
Vietnamese Restaurant,22,5
Vietnamese Restaurant,23,3
Athletic & Sport,0,11
Athletic & Sport,1,8
Athletic & Sport,2,10
Athletic & Sport,3,2
Athletic & Sport,4,3
Athletic & Sport,5,11
Athletic & Sport,6,23
Athletic & Sport,7,48
Athletic & Sport,8,26
Athletic & Sport,9,44
Athletic & Sport,10,35
Athletic & Sport,11,24
Athletic & Sport,12,22
Athletic & Sport,13,36
Athletic & Sport,14,42
Athletic & Sport,15,43
Athletic & Sport,16,24
Athletic & Sport,17,48
Athletic & Sport,18,74
Athletic & Sport,19,57
Athletic & Sport,20,46
Athletic & Sport,21,30
Athletic & Sport,22,25
Athletic & Sport,23,11
Jewelry Store,0,1
Jewelry Store,1,0
Jewelry Store,2,0
Jewelry Store,3,1
Jewelry Store,4,0
Jewelry Store,5,0
Jewelry Store,6,0
Jewelry Store,7,1
Jewelry Store,8,3
Jewelry Store,9,5
Jewelry Store,10,13
Jewelry Store,11,10
Jewelry Store,12,6
Jewelry Store,13,11
Jewelry Store,14,10
Jewelry Store,15,11
Jewelry Store,16,13
Jewelry Store,17,6
Jewelry Store,18,15
Jewelry Store,19,9
Jewelry Store,20,2
Jewelry Store,21,2
Jewelry Store,22,0
Jewelry Store,23,2
Record Shop,0,5
Record Shop,1,1
Record Shop,2,0
Record Shop,3,0
Record Shop,4,2
Record Shop,5,1
Record Shop,6,13
Record Shop,7,7
Record Shop,8,17
Record Shop,9,11
Record Shop,10,4
Record Shop,11,5
Record Shop,12,8
Record Shop,13,3
Record Shop,14,6
Record Shop,15,2
Record Shop,16,3
Record Shop,17,6
Record Shop,18,4
Record Shop,19,4
Record Shop,20,5
Record Shop,21,2
Record Shop,22,3
Record Shop,23,0
Airport,0,54
Airport,1,19
Airport,2,14
Airport,3,15
Airport,4,67
Airport,5,189
Airport,6,197
Airport,7,202
Airport,8,171
Airport,9,136
Airport,10,129
Airport,11,195
Airport,12,87
Airport,13,121
Airport,14,135
Airport,15,143
Airport,16,164
Airport,17,125
Airport,18,132
Airport,19,127
Airport,20,127
Airport,21,110
Airport,22,91
Airport,23,102
Pool Hall,0,16
Pool Hall,1,8
Pool Hall,2,4
Pool Hall,3,0
Pool Hall,4,2
Pool Hall,5,3
Pool Hall,6,1
Pool Hall,7,2
Pool Hall,8,0
Pool Hall,9,1
Pool Hall,10,1
Pool Hall,11,1
Pool Hall,12,1
Pool Hall,13,1
Pool Hall,14,1
Pool Hall,15,2
Pool Hall,16,2
Pool Hall,17,2
Pool Hall,18,4
Pool Hall,19,5
Pool Hall,20,11
Pool Hall,21,11
Pool Hall,22,14
Pool Hall,23,7
Winery,0,0
Winery,1,0
Winery,2,0
Winery,3,0
Winery,4,0
Winery,5,0
Winery,6,0
Winery,7,0
Winery,8,0
Winery,9,0
Winery,10,1
Winery,11,1
Winery,12,2
Winery,13,2
Winery,14,1
Winery,15,3
Winery,16,0
Winery,17,4
Winery,18,4
Winery,19,3
Winery,20,4
Winery,21,4
Winery,22,2
Winery,23,0
Molecular Gastronomy Restaurant,0,2
Molecular Gastronomy Restaurant,1,5
Molecular Gastronomy Restaurant,2,4
Molecular Gastronomy Restaurant,3,1
Molecular Gastronomy Restaurant,4,0
Molecular Gastronomy Restaurant,5,1
Molecular Gastronomy Restaurant,6,1
Molecular Gastronomy Restaurant,7,0
Molecular Gastronomy Restaurant,8,0
Molecular Gastronomy Restaurant,9,2
Molecular Gastronomy Restaurant,10,2
Molecular Gastronomy Restaurant,11,5
Molecular Gastronomy Restaurant,12,1
Molecular Gastronomy Restaurant,13,1
Molecular Gastronomy Restaurant,14,1
Molecular Gastronomy Restaurant,15,0
Molecular Gastronomy Restaurant,16,0
Molecular Gastronomy Restaurant,17,2
Molecular Gastronomy Restaurant,18,2
Molecular Gastronomy Restaurant,19,5
Molecular Gastronomy Restaurant,20,4
Molecular Gastronomy Restaurant,21,2
Molecular Gastronomy Restaurant,22,5
Molecular Gastronomy Restaurant,23,12
Garden,0,8
Garden,1,8
Garden,2,8
Garden,3,4
Garden,4,3
Garden,5,15
Garden,6,12
Garden,7,7
Garden,8,46
Garden,9,12
Garden,10,23
Garden,11,16
Garden,12,13
Garden,13,15
Garden,14,16
Garden,15,18
Garden,16,13
Garden,17,13
Garden,18,13
Garden,19,4
Garden,20,5
Garden,21,4
Garden,22,6
Garden,23,6
Bridge,0,41
Bridge,1,18
Bridge,2,17
Bridge,3,11
Bridge,4,29
Bridge,5,31
Bridge,6,49
Bridge,7,63
Bridge,8,118
Bridge,9,90
Bridge,10,74
Bridge,11,64
Bridge,12,65
Bridge,13,68
Bridge,14,71
Bridge,15,97
Bridge,16,74
Bridge,17,112
Bridge,18,107
Bridge,19,97
Bridge,20,72
Bridge,21,70
Bridge,22,46
Bridge,23,43
Historic Site,0,5
Historic Site,1,4
Historic Site,2,2
Historic Site,3,4
Historic Site,4,3
Historic Site,5,1
Historic Site,6,6
Historic Site,7,32
Historic Site,8,13
Historic Site,9,10
Historic Site,10,8
Historic Site,11,10
Historic Site,12,12
Historic Site,13,10
Historic Site,14,11
Historic Site,15,12
Historic Site,16,12
Historic Site,17,19
Historic Site,18,20
Historic Site,19,9
Historic Site,20,10
Historic Site,21,8
Historic Site,22,8
Historic Site,23,6
Law School,0,0
Law School,1,0
Law School,2,0
Law School,3,0
Law School,4,0
Law School,5,0
Law School,6,0
Law School,7,3
Law School,8,1
Law School,9,6
Law School,10,3
Law School,11,4
Law School,12,1
Law School,13,8
Law School,14,10
Law School,15,34
Law School,16,3
Law School,17,2
Law School,18,1
Law School,19,0
Law School,20,1
Law School,21,0
Law School,22,0
Law School,23,0
Storage Facility,0,0
Storage Facility,1,0
Storage Facility,2,0
Storage Facility,3,0
Storage Facility,4,0
Storage Facility,5,0
Storage Facility,6,0
Storage Facility,7,1
Storage Facility,8,3
Storage Facility,9,0
Storage Facility,10,2
Storage Facility,11,0
Storage Facility,12,2
Storage Facility,13,1
Storage Facility,14,2
Storage Facility,15,0
Storage Facility,16,2
Storage Facility,17,0
Storage Facility,18,0
Storage Facility,19,0
Storage Facility,20,1
Storage Facility,21,1
Storage Facility,22,0
Storage Facility,23,0
American Restaurant,0,88
American Restaurant,1,55
American Restaurant,2,27
American Restaurant,3,20
American Restaurant,4,13
American Restaurant,5,14
American Restaurant,6,13
American Restaurant,7,85
American Restaurant,8,58
American Restaurant,9,81
American Restaurant,10,105
American Restaurant,11,140
American Restaurant,12,233
American Restaurant,13,292
American Restaurant,14,221
American Restaurant,15,146
American Restaurant,16,150
American Restaurant,17,202
American Restaurant,18,299
American Restaurant,19,497
American Restaurant,20,353
American Restaurant,21,276
American Restaurant,22,191
American Restaurant,23,142
Mac & Cheese Joint,0,0
Mac & Cheese Joint,1,0
Mac & Cheese Joint,2,0
Mac & Cheese Joint,3,0
Mac & Cheese Joint,4,0
Mac & Cheese Joint,5,0
Mac & Cheese Joint,6,0
Mac & Cheese Joint,7,0
Mac & Cheese Joint,8,0
Mac & Cheese Joint,9,0
Mac & Cheese Joint,10,0
Mac & Cheese Joint,11,0
Mac & Cheese Joint,12,1
Mac & Cheese Joint,13,4
Mac & Cheese Joint,14,3
Mac & Cheese Joint,15,0
Mac & Cheese Joint,16,2
Mac & Cheese Joint,17,6
Mac & Cheese Joint,18,4
Mac & Cheese Joint,19,4
Mac & Cheese Joint,20,10
Mac & Cheese Joint,21,0
Mac & Cheese Joint,22,2
Mac & Cheese Joint,23,0
Rental Car Location,0,0
Rental Car Location,1,0
Rental Car Location,2,0
Rental Car Location,3,0
Rental Car Location,4,0
Rental Car Location,5,2
Rental Car Location,6,8
Rental Car Location,7,2
Rental Car Location,8,3
Rental Car Location,9,3
Rental Car Location,10,3
Rental Car Location,11,7
Rental Car Location,12,1
Rental Car Location,13,1
Rental Car Location,14,5
Rental Car Location,15,3
Rental Car Location,16,3
Rental Car Location,17,5
Rental Car Location,18,1
Rental Car Location,19,1
Rental Car Location,20,0
Rental Car Location,21,0
Rental Car Location,22,0
Rental Car Location,23,0
Distillery,0,0
Distillery,1,0
Distillery,2,1
Distillery,3,0
Distillery,4,0
Distillery,5,0
Distillery,6,0
Distillery,7,0
Distillery,8,0
Distillery,9,0
Distillery,10,0
Distillery,11,0
Distillery,12,0
Distillery,13,1
Distillery,14,3
Distillery,15,0
Distillery,16,0
Distillery,17,0
Distillery,18,2
Distillery,19,0
Distillery,20,0
Distillery,21,1
Distillery,22,0
Distillery,23,0
Taco Place,0,5
Taco Place,1,4
Taco Place,2,1
Taco Place,3,0
Taco Place,4,2
Taco Place,5,0
Taco Place,6,1
Taco Place,7,1
Taco Place,8,0
Taco Place,9,1
Taco Place,10,1
Taco Place,11,7
Taco Place,12,23
Taco Place,13,23
Taco Place,14,21
Taco Place,15,16
Taco Place,16,17
Taco Place,17,15
Taco Place,18,20
Taco Place,19,27
Taco Place,20,18
Taco Place,21,13
Taco Place,22,12
Taco Place,23,13
Video Store,0,1
Video Store,1,1
Video Store,2,0
Video Store,3,0
Video Store,4,0
Video Store,5,0
Video Store,6,0
Video Store,7,1
Video Store,8,0
Video Store,9,0
Video Store,10,1
Video Store,11,0
Video Store,12,1
Video Store,13,3
Video Store,14,3
Video Store,15,4
Video Store,16,3
Video Store,17,5
Video Store,18,4
Video Store,19,2
Video Store,20,5
Video Store,21,2
Video Store,22,6
Video Store,23,0
BBQ Joint,0,14
BBQ Joint,1,12
BBQ Joint,2,3
BBQ Joint,3,3
BBQ Joint,4,1
BBQ Joint,5,3
BBQ Joint,6,2
BBQ Joint,7,4
BBQ Joint,8,3
BBQ Joint,9,2
BBQ Joint,10,9
BBQ Joint,11,15
BBQ Joint,12,26
BBQ Joint,13,49
BBQ Joint,14,35
BBQ Joint,15,35
BBQ Joint,16,36
BBQ Joint,17,37
BBQ Joint,18,69
BBQ Joint,19,105
BBQ Joint,20,75
BBQ Joint,21,67
BBQ Joint,22,47
BBQ Joint,23,32
Post Office,0,4
Post Office,1,1
Post Office,2,2
Post Office,3,10
Post Office,4,47
Post Office,5,8
Post Office,6,6
Post Office,7,13
Post Office,8,37
Post Office,9,78
Post Office,10,40
Post Office,11,55
Post Office,12,80
Post Office,13,87
Post Office,14,59
Post Office,15,71
Post Office,16,47
Post Office,17,35
Post Office,18,24
Post Office,19,16
Post Office,20,10
Post Office,21,6
Post Office,22,3
Post Office,23,2
Pet Service,0,0
Pet Service,1,0
Pet Service,2,0
Pet Service,3,0
Pet Service,4,0
Pet Service,5,0
Pet Service,6,0
Pet Service,7,0
Pet Service,8,0
Pet Service,9,1
Pet Service,10,0
Pet Service,11,0
Pet Service,12,0
Pet Service,13,0
Pet Service,14,1
Pet Service,15,0
Pet Service,16,0
Pet Service,17,0
Pet Service,18,0
Pet Service,19,0
Pet Service,20,1
Pet Service,21,0
Pet Service,22,0
Pet Service,23,0
Car Dealership,0,1
Car Dealership,1,1
Car Dealership,2,1
Car Dealership,3,0
Car Dealership,4,0
Car Dealership,5,0
Car Dealership,6,0
Car Dealership,7,1
Car Dealership,8,0
Car Dealership,9,1
Car Dealership,10,4
Car Dealership,11,1
Car Dealership,12,3
Car Dealership,13,3
Car Dealership,14,3
Car Dealership,15,3
Car Dealership,16,0
Car Dealership,17,2
Car Dealership,18,2
Car Dealership,19,3
Car Dealership,20,0
Car Dealership,21,1
Car Dealership,22,0
Car Dealership,23,1
History Museum,0,0
History Museum,1,1
History Museum,2,3
History Museum,3,3
History Museum,4,1
History Museum,5,0
History Museum,6,2
History Museum,7,1
History Museum,8,5
History Museum,9,4
History Museum,10,4
History Museum,11,5
History Museum,12,9
History Museum,13,7
History Museum,14,6
History Museum,15,7
History Museum,16,6
History Museum,17,3
History Museum,18,7
History Museum,19,4
History Museum,20,2
History Museum,21,1
History Museum,22,0
History Museum,23,2
Sorority House,0,0
Sorority House,1,0
Sorority House,2,0
Sorority House,3,1
Sorority House,4,0
Sorority House,5,0
Sorority House,6,0
Sorority House,7,0
Sorority House,8,0
Sorority House,9,0
Sorority House,10,0
Sorority House,11,0
Sorority House,12,0
Sorority House,13,0
Sorority House,14,0
Sorority House,15,0
Sorority House,16,0
Sorority House,17,1
Sorority House,18,1
Sorority House,19,0
Sorority House,20,0
Sorority House,21,0
Sorority House,22,1
Sorority House,23,0
Malaysian Restaurant,0,1
Malaysian Restaurant,1,0
Malaysian Restaurant,2,0
Malaysian Restaurant,3,0
Malaysian Restaurant,4,0
Malaysian Restaurant,5,0
Malaysian Restaurant,6,0
Malaysian Restaurant,7,0
Malaysian Restaurant,8,0
Malaysian Restaurant,9,0
Malaysian Restaurant,10,0
Malaysian Restaurant,11,0
Malaysian Restaurant,12,4
Malaysian Restaurant,13,5
Malaysian Restaurant,14,1
Malaysian Restaurant,15,0
Malaysian Restaurant,16,1
Malaysian Restaurant,17,2
Malaysian Restaurant,18,7
Malaysian Restaurant,19,7
Malaysian Restaurant,20,6
Malaysian Restaurant,21,5
Malaysian Restaurant,22,3
Malaysian Restaurant,23,1
Military Base,0,0
Military Base,1,1
Military Base,2,1
Military Base,3,1
Military Base,4,1
Military Base,5,1
Military Base,6,3
Military Base,7,3
Military Base,8,0
Military Base,9,1
Military Base,10,1
Military Base,11,2
Military Base,12,0
Military Base,13,0
Military Base,14,0
Military Base,15,0
Military Base,16,0
Military Base,17,1
Military Base,18,1
Military Base,19,1
Military Base,20,3
Military Base,21,0
Military Base,22,0
Military Base,23,2
